epoch,loss,lr,val_loss
0,1.478822946548462,0.001,0.46543648838996887
1,0.6587370038032532,0.001,0.47141093015670776
2,0.601098358631134,0.001,0.4786362946033478
3,0.6238746047019958,0.001,0.4847377836704254
4,0.4569261372089386,0.001,0.48872411251068115
5,0.42093539237976074,0.001,0.4955497980117798
6,0.3823328912258148,0.001,0.5026029944419861
7,0.389411062002182,0.001,0.5135663747787476
8,0.3233579993247986,0.0005,0.5200166702270508
9,0.29288217425346375,0.0005,0.526049792766571
10,0.32890501618385315,0.0005,0.5315461754798889
11,0.2683086693286896,0.0005,0.5365262627601624
12,0.2371222972869873,0.0005,0.5409762263298035
13,0.2019115835428238,0.0005,0.5434723496437073
14,0.20025545358657837,0.0005,0.5449617505073547
15,0.2223493903875351,0.00025,0.5460989475250244
