epoch,loss,lr,val_loss
0,2.988786458969116,0.001,0.4322247803211212
1,1.7453092336654663,0.001,0.4501551389694214
2,1.391809344291687,0.001,0.46132251620292664
3,0.928763210773468,0.001,0.4681277573108673
4,0.7487910389900208,0.001,0.47280028462409973
5,0.44890832901000977,0.001,0.47658583521842957
6,0.4231550991535187,0.001,0.4787214994430542
7,0.4540720582008362,0.001,0.48014363646507263
8,0.3892582356929779,0.0005,0.4804964065551758
9,0.342690646648407,0.0005,0.480709433555603
10,0.3463614881038666,0.0005,0.48091748356819153
11,0.2625841796398163,0.0005,0.48101556301116943
12,0.29984191060066223,0.0005,0.4808422923088074
13,0.2500646412372589,0.0005,0.4806210398674011
14,0.32388922572135925,0.0005,0.48036080598831177
15,0.28309914469718933,0.00025,0.4802020192146301
