epoch,loss,lr,val_loss
0,2.859013080596924,0.001,0.36761605739593506
1,1.36318838596344,0.001,0.3755597174167633
2,0.8846517205238342,0.001,0.3831234276294708
3,0.7693189382553101,0.001,0.38920509815216064
4,0.6877527832984924,0.001,0.3938126564025879
5,0.5086049437522888,0.001,0.39724448323249817
6,0.5116103291511536,0.001,0.3994092643260956
7,0.35638636350631714,0.001,0.40074852108955383
8,0.30675366520881653,0.0005,0.4016294479370117
9,0.40354713797569275,0.0005,0.4024292826652527
10,0.2620854675769806,0.0005,0.40311652421951294
11,0.31197038292884827,0.0005,0.40376389026641846
12,0.3291172385215759,0.0005,0.4043826162815094
13,0.31894275546073914,0.0005,0.4049873650074005
14,0.3247670829296112,0.0005,0.40551233291625977
15,0.28553855419158936,0.00025,0.4058458209037781
